id,author,rating,content,review_time,country,version,game_cd
review-2813845,NjUyNzA5M0BTb2NpYWw=,2,5Y+v5Lul55qE6K+d5LiA5pif6YO95LiN5oOz6L+H5ri45oiP5LiN6ZSZ5Y+v5piv5L2g5Lus55qE5omY55u05o6l6K6p5L2g5pS+5byD5ri45oiP5oiY5paX5Yqb5piv5L2gMTDlpJrlgI3miJHlnKgxMjDljLppZOe0oOi0qOaegeW3rmJpbGzmiJHku6zogZTnm5/lhajljLrnrKzkuozooqvkuIDkuKrmiZjlsLHkuIDkuKrkurrmiZPliLDpgIDmuLjov5nlt7Lnu4/kuI3mmK/lhYXkuI3lhYXpkrHnmoTpl67popjkuobov5jmnInkuIDngrnmiJHku6zogZTnm5/ln7rmnKzmr4/kuKrkurrmnIDkvY7pg73lhrLkuoblh6Dnmb7lpJrnmoTkuIrljYM3NeS4queOqeWutuWwseavlOi2heS6huesrDPlkI01MDB35oiY5paX5Yqb,2017-07-27 18:11:10,cn,0.0.78,1012
review-2813783,5omL5py655So5oi3MTM5MzM5,1,6L+Z5ri45oiP5bCR5LqG5LiA5Liqdmlw57O757uf5ZWK,2017-07-27 18:01:52,cn,0.0.78,1012
review-2668745,5pi156ew44CB5LiN6K645Li656m6,1,5oC75L2T5p2l6K+06L+Y5LiN6ZSZ5ZCn77yM5Liq5Lq66KGo56S65Zac5qyi77yM5ri45oiP5pW05L2T5b6I5Y2P6LCD77yM5bCx5piv5LiA5qyh5pON5L2c5pe26Ze05aSq5bCR77yM5pS25pS25a6d6JeP5Y2H5Y2H57qn5omT5omT5oCq5bCx5rKh5pyJ5LqG77yM5biM5pyb5Zyo5pS56L+b5LiA5LiL5ZCn44CC,2017-07-27 18:01:25,cn,0.0.78,1012
review-2813432,6IW75a6z5Yiw5oiR6YO95LiN55+l6YGT55qE5ZCN5a2X,5,5Lit562J6K+E5Lu35ZCn,2017-07-27 17:41:55,cn,0.0.78,1012
review-2811650,5pat572q44Gu6Iqx,4,5a6Y5pa55oiR6K+35rGC6Kej562U77yM5Li65LuA5LmI5oiR5LusMTE45pyN5rKh5pyJ5ZGo5bm05bqG77yf6YKj5oiR5Lus5pu05paw5pyJ5LuA5LmI5oSP5oCd5ZCX77yf,2017-07-27 16:11:49,cn,0.0.78,1012
review-2811077,TEVBR1VFIE9GIExFR0VO,1,5ZCM5LiA5pif546p5a6255qE5oSP6KeB,2017-07-27 15:40:22,cn,0.0.78,1012
review-2810425,5Lm+5LqR5rGQ6JC977yM55yL5rW35rWB5bm0,3,5piv5pWI5p6c5LiN6ZSZ5ZWK,2017-07-27 15:05:07,cn,0.0.78,1012
review-2809489,6IulLS0t4oie,1,6KaB5LiL6L+Z5Liq5ri45oiP5Yqh5b+F5Y676K665Z2b55yL5LiA55yL77yM5omT6YGX6L+555qE5pe25YCZ5pyJ5LiA5Liq5ryP5rSe77yM6Lef5a6i5pyN6K+05a6M5LqG77yM6K+05LiN5piv5LuW5Lus55qE6Zeu6aKY77yM5ZG15ZG177yM5bmz5pe26ZuG57uT6YOo6Zif5Y+W5raI77yM5YW25LuW5Lq655qE5YW16YO96IO95pKk5Zue77yM5omT6YGX6L+577yM5Y+q5pyJ5Y+R6LW35Lq655qE5YW16IO95Y+W5raI77yM5YW25LuW5Lq655qE5YW15qC55pys5pKk5Zue5LiN5LqG77yM5L2g55yL55yL5a6i5pyN5piv5oCO5LmI5Zue562U55qE77yf5ZG15ZG177yf,2017-07-27 14:18:12,cn,0.0.78,1012
review-2807575,5ZKx4oCZ5ayy4pKI5Y+3,5,5LiN6ZSZ77yM6L+Y6KGM5ZCn77yB,2017-07-27 12:40:24,cn,0.0.78,1012
review-2807390,5bGA5aSW5Lq6,5,6Z2e5bi45Y+v5Lul55qE5LiA5Liq5ri45oiP,2017-07-27 12:30:19,cn,0.0.78,1012
review-2807244,5rij5rij6Zuq,5,6L+Z5LiA57G755qE5ri45oiP5oiR6YO95b6I5Zac5qyi77yM5LiN6L+H5Zug5Li65Yia6L+b5ri45oiP77yM6L+Y5rKh5pyJ5aSq5aSa5YW06Laj77yM5LiN6L+H5oiR5b6I5Zac5qyi6L+Z56eN6aOO5qC855qE55S76Z2i77yM5q+U6YKj5Lqb5YGH55qEM0TmlYjmnpzlrp7lnKjlpJrkuobjgII=,2017-07-27 12:22:16,cn,0.0.78,1012
review-2807209,5aS8,4,6Iux6ZuE5b6I5aW95bCx5piv6IyD5Zu05LiN5aSf5aSn,2017-07-27 12:20:02,cn,0.0.78,1012
review-2806930,QS5Mb25lbHnlhYjnlJ8=,5,5oSf6KeJ6L+Z57G75ri45oiP5oy65aSa55qE77yM5L2G5piv5oiR5q+U6L6D5Zac5qyi5ri45oiP6YeM6IO95oC86ICB5aSW55qE,2017-07-27 12:05:35,cn,0.0.78,1012
review-2806329,5Yu/5Lul5bex5oKy,2,6L+Z5ri45oiP5Yia546p77yM6KeJ5b6X6L+Y5LiN6ZSZ,2017-07-27 11:36:50,cn,0.0.78,1012
review-2805792,5omL5py655So5oi3NzIwODg=,5,5aW9546p5LiN5aSa6K+0,2017-07-27 11:07:18,cn,0.0.78,1012
review-2803241,Sg==,5,5rKh5LuA5LmI5aW96K+055qE5aW95ri45oiP,2017-07-27 08:13:07,cn,0.0.78,1012
review-2800905,6ZmI5ZW454Kc77yI5ZWK5ZGc77yJ,5,5ri45oiP6LSo6YeP56Gu5a6e5LiN6ZSZ,2017-07-27 00:32:06,cn,0.0.78,1012
review-2800592,5bCP5bCP5bCP5YidUUFR,4,5qyi6L+O5p2l5Yiw77yM5YWs5bmz5Y+q5piv6Ym06LWP77yM5LiN5YWs5bmz6L+Z5piv5a6e54mp57O75YiX,2017-07-27 00:09:13,cn,0.0.78,1012
review-2799718,R2Vja29XaWVfTWFj,2,546p5YW25LuW5ri45oiP6L+Z5Liq5bm/5ZGK5ruh5aSp6aOe,2017-07-26 23:14:51,cn,0.0.78,1012
review-2799687,5ZCb5a2Q,3,5bCx5piv5pyq5oiQ5bm05pe26Ze06ZmQ5Yi25LiN5aW944CC5oiR5Y+I5LiN5piv5a2m55Sf,2017-07-26 23:13:18,cn,0.0.78,1012
review-2798771,5L2g5LiO5pe25YWJ55qG6JaE5oOF,3,6L+Z5ri45oiP6L+Y5LiN6ZSZ,2017-07-26 22:25:23,cn,0.0.78,1012
review-2797555,Vml2aWFuLui9pg==,5,6L+Y5piv6Juu5aW9546p55qE77yM5omT5Y+R5pe26Ze077yM56eN5Zyw5peP77yB5Zac5qyi5omT5p6255qE57uD5YW177yM5LiN5Zac5qyi5omT5p6255qE56eN55Sw77yM5pyJ6ZKx55qE56ew546L56ew6Zy477yM5rKh6ZKx55qE5bCP5omT5bCP6Ze577yM5peg5LqL6Zey5p2l6IGK6IGK5aSp77yM5YGa5YGa5Lu75Yqh77yM5Y+v5Lul546p44CC,2017-07-26 21:25:01,cn,0.0.78,1012
review-2796470,5omL5py655So5oi3MTMzNDQw,5,5b6I5aW9546p77yM5ri45oiP5YGa55qE5b6I5qOS,2017-07-26 20:26:28,cn,0.0.78,1012
review-2795418,54K6,5,55yf5piv5aSq5aW9546p5LqG77yM55S76LSo5aW977yM5YaF5a655aW977yM5pON5L2c5oSf5Lmf5piv5ruh5ruh55qE5aW944CC,2017-07-26 19:25:50,cn,0.0.78,1012
review-2794567,zrIgIFgg8J+RkA==,5,5b6I5aW955qE5ri45oiP77yB,2017-07-26 18:40:33,cn,0.0.78,1012
review-2793966,6aOO5rWB55qE6ICB546L,5,6LGh6LGh6YKj5LmI5Y+v54ix5Li65LuA5LmI6KaB5p2A6LGh6LGh,2017-07-26 18:09:37,cn,0.0.78,1012
review-2793822,5YCS6L2s5rWB5bm0,4,5ri45oiP5LiN6ZSZ77yM5LiN6L+H5Li65LuA5LmI5oiR5pyJ56eN5YiX5Zu955qE57q35LqJ55qE5pei6KeG5oSf77yf54S26ICM5oiR5LiN5Zac5qyi56uW5bGP5ri45oiP77yM5omA5Lul5p6c5pat5Y245LqG77yM5LiN6L+H5ri45oiP6L+Y5piv5aW95ri45oiP55qE44CC,2017-07-26 18:02:53,cn,0.0.78,1012
review-2793460,5omL5py655So5oi3MTMxODUx,5,5oy65aW9546p55qE77yM55S76aOO5oiR5b6I5Zac5qyi,2017-07-26 17:45:44,cn,0.0.78,1012
review-2793391,cXp1c2Vy,4,5oSf6KeJ5oy65LiN6ZSZ55qE,2017-07-26 17:41:19,cn,0.0.78,1012
review-2792916,5Y2B5pyI6aOY6Zuq8J+MuA==,5,5Zev77yM5oy65aW955qE5ZCn77yM5YW25a6e5oiR5bCx5piv5Li65LqG6ZK755+z5p2l55qE44CC,2017-07-26 17:18:17,cn,0.0.78,1012
review-2791961,5Y2h5Lym8J+Ur+WNoeS6mg==,3,5ZKM5YiX5Zu955qE57q35LqJ5beu5LiN5aSa,2017-07-26 16:29:01,cn,0.0.78,1012
review-2791545,5p2w44CBR0c=,5,YnVjdW8=,2017-07-26 16:08:37,cn,0.0.78,1012
review-2791116,54ix5bey5oyC5py6,5,5b6I5LiN6ZSZ55qE5ri45oiP77yM55S76aOO5b6I5Y+v54ix,2017-07-26 15:47:22,cn,0.0.78,1012
review-2791029,6ICB5ZK46bG844CB,4,5oiR6YeN5paw5Zue5p2l6K+E6K665LqGIOS5i+WJjeeahOivhOiuuuaYr+e7meS6huS4iemil+aYnyDlm6DkuLrllrflrZDlpJoo64iIX+uIiCkg6L+Z5qyh5p2l57uZ5Zub6aKX5pifIOS4u+imgeaYr+i/meauteaXtumXtOaIkei/m+S6huS4gOS4quiBlOebnyjil4/igJTil48pIOiBlOebn+mHjOmdoueahOS6uumDvei2hee6p+WlvV8oOtC344CN4oigKV8g55uf5Li75aSn5aSn5Lmf5b6I5Y+v54ix5b6I6Zy45rCU44CC772eKO+/o+KWve+/o++9nil+IOi/m+S6huiBlOebn+Wkp+WutumDveW+iOeDreaDhSDnvLrotYTmupDlnKjpopHpgZPph4zor7TkuobkuIDlo7Dnm5/lj4vlsLHlmZTlmZTlmZTnmoTpgIHmnaXZqSggJ8+JJyAp2YggIOS9nOS4uuS4gOS4quiQjOaWsOaIkeWwsei3n+WcqOebn+S4u+WQjumdouWOu+aKoui1hOa6kFwoLy/iiIcvLylcIOS4gOS4qua4uOaIj+KApuKApuS6uuS4juS6uuS5i+mXtOeahOayn+mAmueul+aYr+W+iOmHjeimgeWQpyjguZE+2II84LmR77yJIOWPr+iDveaIkei/m+S6huS4gOS4quWlveiBlOebnyDkuI3ov4fov5jmmK/lj6rnu5nlm5vmmJ8g5L6d5pen5piv6YKj5Liq5Za35a2Q5aSq5aSa55qE5Y6f5ZugKOuIiF/riIgpIOiHs+S6juWFtuS7luWkp+S9rOS7rOivtOeahOawqumHkeeOqeWutumaj+S+v+asuui0n+W5s+awkei/meS6i+aIkeWAkuayoeaAjuS5iOaEn+inieWIsCjguZHFkOCvsMWQ4LmRKSDlj6/og73mmK/miJHmsqHnjqnlh6DlpKnnmoTljp/lm6DlkKdfwqc60LcpKSnjgI3iiKApXyAg5ri45oiP5pW05L2T5p2l6K+05oiR6KeJ5b6X6L+Y5piv5LiN6ZSZ55qEKCrguZPCtOKVsOKVr2DguZMp4pmh56yU6Iqv,2017-07-26 15:42:45,cn,0.0.78,1012
review-2790340,6qeB4p2m4Ly66K+64LyS6Ziz4Ly74p2m6qeC,5,6L+Z5ri45oiP5aSq5aW9546p5LqG77yM5oiR5Y+v5Lul5Y67546p5LiL5Y6744CC,2017-07-26 15:06:54,cn,0.0.78,1012
review-2681348,cXp1c2Vy,5,5Y+v5Lul55qE77yM6L+Y5LiN6ZSZ77yM6Jm96K+05oiY5LqJ5q+U6L6D5q6L5b+N77yM5L2G5piv6L+Z5qC35omN5Yi65r+A77yM5omN6IO95r+A5Yqx5oiR5Lus6L+b5q2l44CC,2017-07-26 15:05:00,cn,0.0.78,1012
review-2788630,QeiuoeWIkg==,5,55S76aOO6L+Y5LiN6ZSZ77yM5pON5L2c5Lmf5Y+v5Lul,2017-07-26 13:30:03,cn,0.0.78,1012
review-2787526,5omL5py655So5oi3MTMwMjQz,4,6L+Y5Y+v5Lul77yM55S76Z2i5pyJ54K557KX57OZ77yM5rKh5pyJ57K+6Ie055qE5oSf6KeJ,2017-07-26 12:29:14,cn,0.0.78,1012
review-2787117,5oiR5pyJ5LiA5Y+l5bC8546b5Zeo,4,55yL5LiK5Y676L+Y6KGM,2017-07-26 12:07:20,cn,0.0.78,1012
review-2786316,6ICB5p2R6ZW/,5,6K+05LiN5bmz6KGh55qE5rua5Y67546p54KJ5bGO5Lyg6K+077yMIOWRteWRteWTkg==,2017-07-26 11:21:31,cn,0.0.78,1012
review-2783918,44GEQ2Fycnnvv6HlpKnjgZzjga8=,5,5LiN6ZSZ77yM5oy65aW977yM57uZNeaYnw==,2017-07-26 08:12:29,cn,0.0.78,1012
review-2783900,5omL5py655So5oi3MTI4OTI5,5,5b6I5aW9546p77yM5Y+q5piv5pyJ54K56YaJ,2017-07-26 08:09:48,cn,0.0.78,1012
review-2783029,QWxsZW4=,5,5aW9546p5Zi/5Zi/5Zi/,2017-07-26 03:25:54,cn,0.0.78,1012
review-2782719,44K+5YiC5ZuX57WC5rWB6JKXIOOCng==,5,55m+5YiG55m+5LqU5pif5aW96K+E,2017-07-26 02:11:50,cn,0.0.78,1012
review-2780499,6a2I,5,5ZCO546p5ri45oiP55qE5Lq65pyJ54K55oKy5ZOA77yI6buY6buY56WI56W35LuK5pma5bmz5a6J5peg5LqL44CC77yJ,2017-07-25 22:54:15,cn,0.0.78,1012
review-2777525,44CC5Y+q5pivLi4u,3,5ZGA77yM57uI5LqO5Ye65Zu95pyN5LqG77yM5LmL5YmN546p5aSW5pyN55yL6Iux5paH55yL5b6X5aW957Sv77yM5YW25a6e6L+Z5Liq5ri45oiP5YWz5LqO546p5a625LmL6Ze055qE5bmz6KGh6Zeu6aKY77yM6L+Y5piv5pyJ54K55LiN5aW955qE77yM5L2g5Lya57uP5bi46YGH6KeB5p+Q5Lqb6auY5oiY5Yqb55qE5p2l5qy66LSf5L2O5oiY5Yqb55qE77yI5Y+v6IO95piv57uP5bi45omT5LiN6L+H5ZCM5rC05bmz55qE77yM5omA5Lul5p2l6JmQ6I+c5a+75rGC5a6J5oWw77yJ77yM54S25ZCO5L2g5Lmf5LiN5aW96K+05LuW77yM5Zug5Li65LuW5oOz5omT6LCB77yM5oiR5Lus5Lmf5piv566h5LiN552A55qE44CC5omA5Lul77yM6IO95oqx5aSn6IW/5bCx5oqx5LiA5LiL5ZCn44CC,2017-07-25 20:10:20,cn,0.0.78,1012
review-2776775,VFVSTklQ,4,6L+Y5piv5LiN6ZSZ55qE,2017-07-25 19:23:36,cn,0.0.78,1012
review-2776002,TW9vbmxpZ2h0wqAg5pyI5YWJwrA=,5,54m55Yir5aW955qE5ri45oiP,2017-07-25 18:35:18,cn,0.0.78,1012
review-2775219,5pyA6YaJ572q44Gu5oiQ5rKJ6Iej,5,5p2+6byg5aSa5bCR6ZKx5LiA5Y+q,2017-07-25 17:52:34,cn,0.0.78,1012
review-2772762,4pmb4pmb4pmb,5,5LiN6ZSZ55qE5ri45oiP77yM5bCx5piv5YmN6Z2i5aW95b+r77yB,2017-07-25 15:43:38,cn,0.0.78,1012
review-2772466,6Iqs6L6+,5,5bCB6Z2i55qE5bCP5aeQ5aeQ55y8552b5ZCT5Yiw5oiR5LqG,2017-07-25 15:27:48,cn,0.0.78,1012
review-2772316,5b6XfuWwj+elng==,5,6L+Y5piv5LiN6ZSZ55qE77yM5bCx5piv5aSq5rCq,2017-07-25 15:19:34,cn,0.0.78,1012
review-2771377,8J+RkQ==,5,6L+Z5ri45oiP6Z2e5bi45aW9546p77yM6KeG6KeJ5pWI5p6c54m55Yir5aW977yM5oiR6Z2e5bi45Zac5qyiIOOAguiwouiwouW3peS9nOS6uuWRmOeglOWPkei/meS5iOWlveeahOa4uOaIj+iuqeaIkeaJk+WPkeaXtumXtA==,2017-07-25 14:31:36,cn,0.0.78,1012
review-2771172,6ZqQ5aeTfuWfi+WQjQ==,5,5p2l5p2l5p2l55yL5p2l5Zmc5ZWm5ZWm5Zmc5ZWm5ZWm5Zmc5ZWm5ZWm5Zmc5ZWm5ZWm,2017-07-25 14:21:46,cn,0.0.78,1012
review-2770929,5omL5py655So5oi3MTExMDk0,5,6L+Y5LiN6ZSZ77yM546p6LW35p2l5pyJ54K55YOP56uL5L2T55qE6YOo6JC95Yay56qB44CC,2017-07-25 14:08:37,cn,0.0.78,1012
review-2768041,44SnV2FudFNlZXlvdSEh,3,Y29r5b6I5YOP,2017-07-25 11:30:09,cn,0.0.78,1012
review-2767907,54u454yr5o2i5aSq5a2Q4pma,5,55yf55qE5aW9546p44CC,2017-07-25 11:22:19,cn,0.0.78,1012
review-2767837,5aSn6a2U546L,5,5Y+R546w5Zyo6YeM6Z2i5Yqg5YWl5bCP55qE6IGU55uf5rKh5LuA5LmI55So77yM5Zug5Li65L2g5bCx566X5pyJ5Zuw6Zq+5LuW5Lus5Lmf5LiN5Lya5biu5L2g77yM5omA5Lul5Yqg5YWl5LiA5Lqb5aSn5Z6L55qE6IGU55uf5q+U6L6D5aW977yM,2017-07-25 11:18:21,cn,0.0.78,1012
review-2767189,57Sr5q6H,5,5pyA54i955qE5piv5aSn5pma5LiK5Yir5Lq66YO9552h6KeJ5LqG77yM5oqK6ZmE6L+R55qE5Lq66YO95omr5LiA6YGN77yM55yL5LuW5Lus5o2u54K56YO9552A54Gr5LqG5bCx5byA5Lyg6YCB6LeR,2017-07-25 10:37:35,cn,0.0.78,1012
review-2766245,R0wuVGltZWxlc3M=,3,zrUtKD3vvYDPicK0PSk=,2017-07-25 09:30:00,cn,0.0.78,1012
review-2765910,5aSn6bKo6bG844CB,5,5LiN6ZSZ5LiN6ZSZdWnkuI3lpb3nnIvlpKrnroDpmYs=,2017-07-25 08:59:01,cn,0.0.78,1012
review-2765565,5YOr6a2ULmQuR3Vp6K6h,5,5YWN6LS5546p5a625piv5LuY6LS5546p5a6255qE5LiA5bGC55So5oi35L2T6aqM44CC,2017-07-25 08:18:24,cn,0.0.78,1012
review-2765468,5LiJ5YS/,5,5LiL6L295a6M5LqG5rKh5pyJ5a6J6KOF55yL5LqG6K+E6K6677yM5Z+65pys6YO95piv6K+05bmz5rCR5LiO5rCq6YeR5beu6Led5beo5aSn77yM5oSf6KeJ5bCx5ZKM5oiR546w5Zyo546p55qE6IOh6I6x5LiJ5Zu9MuS4gOagt++8jOS9huaYr+iDoeiOsei/mOWlve+8jOaIkeS4gOS4qlY1546w5Zyo5oiY5Lmf5pyJNzhX5LqG44CC5aaC5p6c6K+06L+Z56eN5ri45oiP5bCx5piv5p2l5q+U6LCB5rCq55qE5aSa6YKj5bCx5rKh5LuA5LmI5aW9546p55qE5LqG77yM5bmz5rCR57qv5bGe5p2l57uZ5Zyf6LGq6JmQ552A546p55qE44CC,2017-07-25 08:04:22,cn,0.0.78,1012
review-2765442,5Lq65r2u5oul5oykaQ==,5,5oy65LiN6ZSZ55qE77yM5aW9546p,2017-07-25 08:01:28,cn,0.0.78,1012
review-2764237,5omL5py655So5oi3MTIxMDk0,5,NjY2NjY2NjY2NjY2,2017-07-25 01:53:28,cn,0.0.78,1012
review-2764162,6L+Z6L6I5a2Q5oiR5LiN6YWN6K+054ix5L2g,5,55yL5Yiw6L+Y5Y+v5Lul,2017-07-25 01:41:45,cn,0.0.78,1012
review-2763903,6L+96aOO5LiN5aaC6L+95L2g8J+NgQ==,5,5LiA5LiL5a2Q5LuO546L6ICF5Zue5Yiw5LqG546w5a6e77yM5oiR5bey57uP5Lmg5oOv5LqG5Zyo546L6ICF6I2j6ICA55So5oqA5pyv5qy66LSf5aSndueahOeUn+a0u++8jOWcqOi/memHjOaIkeWPkeeOsOaJjeaYr+ecn+ato+eahOeOsOWunuS4lueVjO+8jOayoeaciemSseaIkeS7gOS5iOmDveS4jeaYr++8jOaImOmYn+ayoeS6uueci+W+l+i1t+eahOWwj+iQjOaWsO+8jOept+WIsOWIq+S6uumDveS4jeaDs+aKouaIkQ==,2017-07-25 01:10:35,cn,0.0.78,1012
review-2763004,6aOO5ZC5cHDlhrDlhrDlh4k=,5,5LiN6ZSZ77yM5aW95YOP6YeM6L655omT55qE5b6I5r+A54OI,2017-07-24 23:46:31,cn,0.0.78,1012
review-2762771,5rWF56yR5b+D5p+U,5,5Zi/5Zi/ICDkvaDmh4LnmoQgIOaIkeWwseS4jeeUqOWkmuivtOS6hg==,2017-07-24 23:31:28,cn,0.0.78,1012
review-2762353,5ran6IyX6JC95bCY,4,5Yia5byA5aeL546p57uZ5Liq5Zub5pif77yM5LmL5ZCO5Lya6KeG5oOF5Ya15pS55Y+Y55qE,2017-07-24 23:05:30,cn,0.0.78,1012
review-2761550,TXJCZWVu,5,77yIy7bigLLil6HigLXLtu+8iQ==,2017-07-24 22:18:06,cn,0.0.78,1012
review-2761370,4oSz4oST4Ly65oup4LyS5Z+O4Ly74oST4oSz,4,amRqeHV4aQ==,2017-07-24 22:08:44,cn,0.0.78,1012
review-2759097,56ia6Zuo5q6H,4,55S76Z2i6KaB5YaN5aW954K55bCx5a6M576O5LqG,2017-07-24 19:53:36,cn,0.0.78,1012
review-2759057,biAgIGHiiKdPNyAgIO+8gQ==,4,6K+V546p5LqG5LiA5LiL77yB5aW95YOP5piv5ri45a6i6Lqr5Lu977yB5Lmf5rKh6K6p5oiR5rOo5YaM5biQ5Y+377yB54S25ZCO55u05o6l5YGa5Lu75Yqh77yB5LuO5LiA5byA5aeL5ZCE56eN5a6M5oiQ77yB5ZCE56eN5YWN6LS577yB5oiR5Lmf5LiN55+l6YGT5piv5Zug5Li65ri45a6i6Lqr5Lu96L+Y5piv5Y2hQnVn5LqG77yB546p552A546p552A5bCx5Zug5Li65a6M5oiQ5LqG5LiA5Liq5rOJ5rC05Yqo5LqG77yB54S25ZCO6IGK5aSp57O757uf5oy65by65oKN77yB6L+Y55yL6KeB5LqG5Lit5Zu95Y+L5Lq66Lef5aSW5Zu95Y+L5Lq65a+56K+d77yB5L2G5piv6YKj5Liq5Lit5Zu95Lq65LiN5Lya6Iux6K+t5ou86Z+z77yB5Lmf5LiN55+l6YGT5Lq65a626IO95LiN6IO955yL5oeC77yB6L+Z5YiG5oiR5Lmf5LiN55+l6YGT5oCO5LmI57uZ77yB5ri45oiP55S76LSo5Lmf5piv5by65ZWK77yB6K6p5oiR5L2T6aqM5Y6f5aeL5Lq677yB5oSf6KeJ576O5bel5LiN6LWw5b+D77yB5Yia5byA5aeL6YKj5q615YWN6LS577yB5a6M5oiQ77yB5YWN6LS577yB5a6M5oiQ77yB6K6p5oiR55yf5piv5peg5Yqb77yB5L2T6aqM5LqG5LiA5Lya56C06Kej54mI5ri45oiP55qE5oSf6KeJ77yB5LiN6L+H77yB5ri45oiP5Zac5LiN5Zac5qyi5pyA57uI6L+Y5piv6Z2g6Ieq5bex77yB5LiN6KaB5Zug5Li65Yir5Lq655qE6K+E5Lu36ICM5bmy5omw6Ieq5bex77yB5oOz546p5LiA5Liq5ri45oiP5bCx5Y67546p77yB5rKh5LuA5LmI55qE77yB56Wd5L2g546p55qE5oSJ5b+r77yB77yB77yB,2017-07-24 19:51:43,cn,0.0.78,1012
